Title,Property Type,Price,Location,Bedrooms,Bathrooms,Size,Amenities,Surroundings,Created At
4 Bed House with En Suite in Kiambu Town,House,"KSh 34,500,000",Kiambu Town,4 Bedrooms,5 Bathrooms,350 sqm,"Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Golf Course, Hospital, Scenic View, School, Shopping Centre",30 July 2024
4 Bed House with En Suite at Mugutha,House,"KSh 14,800,000",Ruiru,4 Bedrooms,4 Bathrooms,150 sqm,"En Suite, CCTV, Gated Community, Parking, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
3 Bed House with En Suite at Mugutha,House,"KSh 11,800,000",Ruiru,3 Bedrooms,3 Bathrooms,N/A,"En Suite, CCTV, Balcony, Parking, Garden, Kids Play Area, Gated Community","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
5 Bed Townhouse with En Suite at Thika Greens,Townhouse,"KSh 55,000,000",Thika,5 Bedrooms,5 Bathrooms,0.32 acre,En Suite,,06 February 2026
5 Bed Townhouse with En Suite at Rhapta Road,Townhouse,"KSh 42,000,000","Westlands Area, Westlands",5 Bedrooms,5 Bathrooms,5000 sq ft,"En Suite, Fibre Internet, Kids Play Area, Parking, Balcony, Gated Community, Garden, Wheelchair Access, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
3 Bed House at Matangi,House,"KSh 11,800,000",Ruiru,3 Bedrooms,3 Bathrooms,N/A,,,06 February 2026
5 Bed House with Swimming Pool in Lower Kabete,House,"KSh 110,000,000","Lower Kabete, Westlands",5 Bedrooms,6 Bathrooms,N/A,"Swimming Pool, Gated Community, Garden, Staff Quarters",,04 February 2026
6 Bed Townhouse with En Suite in Waithaka,Townhouse,"KSh 40,000,000",Waithaka,6 Bedrooms,6 Bathrooms,N/A,"En Suite, CCTV, Parking, Gym","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
4 Bed Townhouse with Swimming Pool in Runda,Townhouse,"KSh 60,000,000","Runda, Westlands",4 Bedrooms,5 Bathrooms,450 sqm,"Backup Generator, Swimming Pool, Gated Community, Garden",,05 February 2026
5 Bed House with Garden in Kiambu Road,House,"KSh 107,000,000",Kiambu Road,5 Bedrooms,N/A,0.3 acre,"Gated Community, Garden",,06 February 2026
5 Bed House with Swimming Pool in Karen,House,"KSh 150,000,000",Karen,5 Bedrooms,6 Bathrooms,680 sqm,"Backup Generator, Swimming Pool, Gated Community, Garden",,06 February 2026
6 Bed Villa with En Suite in Lavington,Villa,"KSh 100,000,000",Lavington,6 Bedrooms,N/A,605 sqm,"Aircon, Serviced, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Alarm, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School, Golf Course",06 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 135,000,000",Lavington,5 Bedrooms,6 Bathrooms,765 sqm,"Backup Generator, En Suite, Alarm, Fibre Internet, Walk In Closet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, Staff Quarters","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",06 February 2026
5 Bed House with En Suite in Lower Kabete,House,"KSh 110,000,000","Lower Kabete, Westlands",5 Bedrooms,6 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, CCTV, Borehole, Electric Fence, Garden, Swimming Pool, Staff Quarters, Parking, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",06 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 110,000,000",Lavington,5 Bedrooms,6 Bathrooms,756 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Kids Play Area, Gym, Balcony, BBQ, Parking, Staff Quarters, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",06 February 2026
3 Bed House with En Suite in Ruiru,House,"KSh 11,900,000",Ruiru,3 Bedrooms,3 Bathrooms,N/A,"En Suite, Fibre Internet, Walk In Closet, Serviced, CCTV, Borehole, Garden, Parking, Kids Play Area, Gated Community","Bus Stop, Hospital, School, Shopping Centre",06 February 2026
5 Bed Villa with En Suite in Riverside,Villa,"KSh 125,000,000","Riverside, Westlands",5 Bedrooms,6 Bathrooms,700 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Wheelchair Access, Gated Community, Borehole, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",06 February 2026
6 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 220,000,000",Lavington,6 Bedrooms,7 Bathrooms,N/A,"Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet, BBQ, Balcony, Gym, Kids Play Area, Parking, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",06 February 2026
3 Bed House with En Suite in Ruiru,House,"KSh 14,500,000",Ruiru,3 Bedrooms,3 Bathrooms,150 sqm,"En Suite, Fibre Internet, Walk In Closet, CCTV, Borehole, Garden, Gated Community, Parking","Hospital, School, Shopping Centre",06 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 75,000,000",Lavington,5 Bedrooms,6 Bathrooms,1.1 acre,"Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",06 February 2026
5 Bed Villa with En Suite in Redhill,Villa,"KSh 35,000,000",Redhill,5 Bedrooms,4 Bathrooms,5 acre,"Alarm, Walk In Closet, En Suite, Balcony, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community, Kids Play Area","Bus Stop, Scenic View",19 November 2025
5 Bed House with En Suite at Runda,House,"KSh 185,000,000","Runda, Westlands",5 Bedrooms,6 Bathrooms,075 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Walk In Closet, Balcony, CCTV, Gym, Swimming Pool, Wheelchair Access, Gated Community, Electric Fence, Garden, Parking, Kids Play Area","Hospital, Scenic View, School, Shopping Centre",06 February 2026
4 Bed Townhouse with En Suite at Langata,Townhouse,"KSh 35,900,000",Langata,4 Bedrooms,4 Bathrooms,2650 sqm,"Aircon, Alarm, En Suite, Fibre Internet, Backup Generator, Balcony, Kids Play Area, Parking, CCTV, Electric Fence, Wheelchair Access, Gated Community, Borehole, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
4 Bed House with En Suite in Athi River,House,"KSh 14,000,000",Athi River,4 Bedrooms,4 Bathrooms,1750 sq ft,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",06 February 2026
3 Bed House with En Suite in Athi River,House,"KSh 10,500,000",Athi River,3 Bedrooms,3 Bathrooms,1/8 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",06 February 2026
5 Bed Villa with En Suite at Grevillea Groove,Villa,"KSh 161,000,000","Brookside, Westlands",5 Bedrooms,5 Bathrooms,8800 sq ft,"Backup Generator, En Suite, Parking, Garden","Hospital, Scenic View, School",06 February 2026
5 Bed Townhouse with En Suite in Riverside,Townhouse,"KSh 53,000,000","Riverside, Westlands",5 Bedrooms,5 Bathrooms,659 sqm,"En Suite, Fibre Internet, Walk In Closet, Alarm, Electric Fence, Borehole, Garden, Staff Quarters, Parking, Swimming Pool, Gated Community, Wheelchair Access","Hospital, Scenic View, School, Shopping Centre",04 February 2026
5 Bed Townhouse with En Suite at Kamangu Area,Townhouse,"KSh 22,000,000","Kikuyu Town, Kikuyu",5 Bedrooms,5 Bathrooms,1.5 acre,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
5 Bed House with En Suite in Ngong,House,"KSh 35,000,000",Ngong,5 Bedrooms,6 Bathrooms,416 sqm,"En Suite, Garden, Parking, Staff Quarters, Wheelchair Access, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",06 February 2026
4 Bed Villa with En Suite in Ruiru,Villa,"KSh 26,000,000",Ruiru,4 Bedrooms,6 Bathrooms,320 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",05 February 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 160,000,000",Lavington,5 Bedrooms,7 Bathrooms,543 sqm,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",05 February 2026
3 Bed House with En Suite at Juja,House,"KSh 9,700,000",Juja,3 Bedrooms,4 Bathrooms,N/A,"Aircon, Alarm, En Suite, Backup Generator, Fibre Internet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area",,05 February 2026
4 Bed Townhouse with En Suite in Runda,Townhouse,"KSh 47,000,000","Runda, Westlands",4 Bedrooms,6 Bathrooms,N/A,"Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Borehole, Garden, Parking, Staff Quarters, Gated Community, Wheelchair Access",,05 February 2026
4 Bed Villa with En Suite at Kiambu Road,Villa,"KSh 65,000,000","Runda, Westlands",4 Bedrooms,4 Bathrooms,270 sqm,"Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, Scenic View, School",05 February 2026
4 Bed House with Garden in Muthaiga,House,"KSh 200,000,000",Muthaiga,4 Bedrooms,3 Bathrooms,1 acre,"Balcony, Parking, Garden",Scenic View,05 February 2026
4 Bed House with Garden in Runda,House,"KSh 110,000,000","Runda, Westlands",4 Bedrooms,N/A,450 sqm,"Service Charge Included, Backup Generator, Garden, Gated Community, Electric Fence, CCTV, Balcony, Parking","Bus Stop, Shopping Centre, Hospital, School",04 February 2026
5 Bed House with En Suite in Syokimau,House,"KSh 38,000,000",Syokimau,5 Bedrooms,N/A,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",05 February 2026
4 Bed Villa with En Suite in Loresho,Villa,"KSh 170,000,000","Loresho, Westlands",4 Bedrooms,5 Bathrooms,N/A,"Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, School, Shopping Centre",05 February 2026
5 Bed Villa with En Suite at Jacaranda Avenue Nairobi,Villa,"KSh 160,000,000",Lavington,5 Bedrooms,6 Bathrooms,700 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Borehole, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",05 February 2026
6 Bed Townhouse with En Suite at Lavington Triplex,Townhouse,"KSh 85,000,000",Lavington,6 Bedrooms,6 Bathrooms,9179 sq ft,"Aircon, En Suite, Fibre Internet, Alarm, Balcony, Gym, Kids Play Area, Parking, CCTV, Wheelchair Access, Gated Community, Staff Quarters, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",05 February 2026
4 Bed House with En Suite in Syokimau,House,"KSh 15,500,000",Syokimau,4 Bedrooms,4 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, School",05 February 2026
3 Bed Townhouse with En Suite in Tatu City,Townhouse,"KSh 29,950,000","Tatu City, Ruiru",3 Bedrooms,3 Bathrooms,5000 acre,"Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community, Kids Play Area","Shopping Centre, Hospital, Scenic View, School, Bus Stop",05 February 2026
5 Bed House with En Suite in Kitisuru,House,"KSh 75,000,000","Kitisuru, Westlands",5 Bedrooms,5 Bathrooms,N/A,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden","Shopping Centre, Bus Stop, Hospital, School",05 February 2026
5 Bed Villa with En Suite in Karen,Villa,"KSh 165,000,000",Karen,5 Bedrooms,6 Bathrooms,0.4 acre,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, Shopping Centre, School",05 February 2026
4 Bed Townhouse with En Suite at Spring Valley,Townhouse,"KSh 80,000,000","Spring Valley, Westlands",4 Bedrooms,4 Bathrooms,3500 sq ft,"En Suite, Fibre Internet, Alarm, Aircon, Kids Play Area, Parking, Balcony, Gated Community, Wheelchair Access, Swimming Pool","Bus Stop, Hospital, Scenic View, School, Shopping Centre",05 February 2026
4 Bed Townhouse with En Suite at Brookside,Townhouse,"KSh 52,500,000","Westlands Area, Westlands",4 Bedrooms,3 Bathrooms,N/A,"En Suite, Fibre Internet, Walk In Closet, BBQ, Electric Fence, Parking, Staff Quarters, Gated Community","Bus Stop, Hospital, School, Shopping Centre",04 February 2026
5 Bed Townhouse with En Suite at Convent Drive,Townhouse,"KSh 75,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Kids Play Area, Parking, Staff Quarters, Gated Community","Bus Stop, Shopping Centre, Hospital, School",04 February 2026
4 Bed Townhouse with En Suite at Lavington Green,Townhouse,"KSh 168,000,000",Lavington,4 Bedrooms,5 Bathrooms,450 sqm,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Wheelchair Access, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",04 February 2026
6 Bed Townhouse with En Suite at Lavington Green,Townhouse,"KSh 220,000,000",Lavington,6 Bedrooms,7 Bathrooms,N/A,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Swimming Pool, Wheelchair Access, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",04 February 2026
5 Bed Townhouse with En Suite at Isaac Gathanju Close,Townhouse,"KSh 78,000,000",Lavington,5 Bedrooms,6 Bathrooms,N/A,"Walk In Closet, Furnished, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",04 February 2026
4 Bed House with Swimming Pool in Karen,House,"KSh 140,000,000",Karen,4 Bedrooms,5 Bathrooms,N/A,"Backup Generator, Service Charge Included, Swimming Pool, Gated Community, Garden",,04 February 2026
5 Bed Townhouse with En Suite at Lavington Green,Townhouse,"KSh 230,000,000",Lavington,5 Bedrooms,6 Bathrooms,0.25 acre,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Swimming Pool, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",04 February 2026
5 Bed House with En Suite in Ngong,House,"KSh 35,000,000",Ngong,5 Bedrooms,5 Bathrooms,416 sqm,"En Suite, Garden, Parking","Bus Stop, Golf Course, Hospital, School, Shopping Centre",04 February 2026
4 Bed House with En Suite in Ruiru,House,"KSh 14,500,000",Ruiru,4 Bedrooms,5 Bathrooms,160 sqm,"Alarm, En Suite, Fibre Internet, Service Charge Included, Electric Fence, Garden, Gated Community, Staff Quarters, Parking, Kids Play Area","Bus Stop, Shopping Centre, Hospital, School",04 February 2026
4 Bed Townhouse with En Suite in Kileleshwa,Townhouse,"KSh 45,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,N/A,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",04 February 2026
6 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 85,000,000",Lavington,6 Bedrooms,5 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",04 February 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 160,000,000",Lavington,5 Bedrooms,6 Bathrooms,650 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",04 February 2026
5 Bed Townhouse in Runda,Townhouse,"KSh 140,000,000","Runda, Westlands",5 Bedrooms,6 Bathrooms,500 sqm,,,04 February 2026
4 Bed Townhouse with En Suite at Tigoni - Limuru,Townhouse,"KSh 24,000,000","Tigoni, Limuru",4 Bedrooms,5 Bathrooms,223 sqm,"Alarm, En Suite, Serviced, Balcony, Borehole, Gated Community, Staff Quarters, Kids Play Area, Garden, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",04 February 2026
4 Bed House with Garden in Kyuna,House,"KSh 100,000,000","Kyuna, Westlands",4 Bedrooms,N/A,0.75 acre,Garden,"Hospital, Scenic View, School, Shopping Centre",04 February 2026
5 Bed Villa with En Suite at Lavington,Villa,"KSh 100,000,000",Lavington,5 Bedrooms,6 Bathrooms,476 sqm,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Gated Community, Kids Play Area","Bus Stop, Scenic View, School, Shopping Centre",04 February 2026
